Admin0,Admin1,Population,Year,Dataset
Romania,Salaj,236213,2018,LandScan Global
Romania,Teleorman,375709,2018,LandScan Global
Romania,Timis,771401,2018,LandScan Global
Romania,Tulcea,228677,2018,LandScan Global
Romania,Vaslui,416061,2018,LandScan Global
Romania,Vrancea,356707,2018,LandScan Global
Romania,Valcea,384056,2018,LandScan Global
Russia,Adygeya,497247,2018,LandScan Global
Russia,Altay,206161,2018,LandScan Global
Russia,Altayskiy Kray,2406155,2018,LandScan Global
Russia,Amurskaya Oblast',820717,2018,LandScan Global
Russia,Arkhangel'skaya Oblast',1191424,2018,LandScan Global
Russia,Astrakhanskaya Oblast',1010962,2018,LandScan Global
Russia,Bashkortostan,4048295,2018,LandScan Global
Russia,Belgorodskaya Oblast',1525985,2018,LandScan Global
Russia,Bryanskaya Oblast',1271507,2018,LandScan Global
Russia,Buryatiya,968571,2018,LandScan Global
Russia,Chechnya,1246535,2018,LandScan Global
Russia,Chelyabinskaya Oblast',3462618,2018,LandScan Global
Russia,Zabaykal'skiy Kray,1081090,2018,LandScan Global
Russia,Chukotskiy Avtonomnyy Okrug,47158,2018,LandScan Global
Russia,Chuvashiya,1247611,2018,LandScan Global
Russia,Dagestan,2881572,2018,LandScan Global
Russia,Ingushetiya,416763,2018,LandScan Global
Russia,Irkutskaya Oblast',2416588,2018,LandScan Global
Russia,Ivanovskaya Oblast',1059477,2018,LandScan Global
Russia,Kabardino-Balkariya,866711,2018,LandScan Global
Russia,Kaliningradskaya Oblast',932482,2018,LandScan Global
Russia,Kalmykiya,287835,2018,LandScan Global
Russia,Kaluzhskaya Oblast',1020128,2018,LandScan Global
Russia,Kamchatskiy Kray,309391,2018,LandScan Global
Russia,Karachayevo-Cherkesiya,478252,2018,LandScan Global
Russia,Kareliya,637039,2018,LandScan Global
Russia,Kemerovskaya Oblast',2750703,2018,LandScan Global
Russia,Khabarovskiy Kray,1323607,2018,LandScan Global
Russia,Khakasiya,533435,2018,LandScan Global
Russia,Kirovskaya Oblast',1331968,2018,LandScan Global
Russia,Komi,897386,2018,LandScan Global
Russia,Kostromskaya Oblast',659724,2018,LandScan Global
Russia,Krasnodarskiy Kray,5100440,2018,LandScan Global
Russia,Krasnoyarskiy Kray,2810849,2018,LandScan Global
Russia,Kurganskaya Oblast',905817,2018,LandScan Global
Russia,Kurskaya Oblast',1119839,2018,LandScan Global
Russia,Leningradskaya Oblast',1777328,2018,LandScan Global
Russia,Lipetskaya Oblast',1169075,2018,LandScan Global
Russia,Magadanskaya Oblast',152895,2018,LandScan Global
Russia,Mariy-El,686247,2018,LandScan Global
Russia,Mordoviya,921311,2018,LandScan Global
Russia,Moskva,11259636,2018,LandScan Global
Russia,Moskovskaya Oblast',7236909,2018,LandScan Global
Russia,Murmanskaya Oblast',778497,2018,LandScan Global
Russia,Nizhegorodskaya Oblast',3200765,2018,LandScan Global
Russia,Novgorodskaya Oblast',630994,2018,LandScan Global
Russia,Novosibirskaya Oblast',2651506,2018,LandScan Global
Russia,Omskaya Oblast',1967843,2018,LandScan Global
Russia,Orenburgskaya Oblast',2027939,2018,LandScan Global
Russia,Orlovskaya Oblast',782225,2018,LandScan Global
Russia,Penzenskaya Oblast',1379776,2018,LandScan Global
Russia,Permskiy Kray,2595418,2018,LandScan Global
Russia,Primorskiy Kray,1919956,2018,LandScan Global
Russia,Pskovskaya Oblast',670049,2018,LandScan Global
Russia,Rostovskaya Oblast',4224712,2018,LandScan Global
Russia,Ryazanskaya Oblast',1151513,2018,LandScan Global
Russia,Sakha (Yakutiya),953682,2018,LandScan Global
Russia,Sakhalinskaya Oblast',478104,2018,LandScan Global
Russia,Samarskaya Oblast',3205671,2018,LandScan Global
Russia,Sankt-Peterburg,4639735,2018,LandScan Global
Russia,Saratovskaya Oblast',2509206,2018,LandScan Global
Russia,North Ossetia,728165,2018,LandScan Global
Russia,Smolenskaya Oblast',980639,2018,LandScan Global
Russia,Stavropol'skiy Kray,2755019,2018,LandScan Global
Russia,Sverdlovskaya Oblast',4268037,2018,LandScan Global
Russia,Tambovskaya Oblast',1085330,2018,LandScan Global
Russia,Tatarstan,3766851,2018,LandScan Global
Russia,Tomskaya Oblast',1027815,2018,LandScan Global
Russia,Tul'skaya Oblast',1546309,2018,LandScan Global
Russia,Tverskaya Oblast',1360507,2018,LandScan Global
Russia,Tyumenskaya Oblast',3375742,2018,LandScan Global
Russia,Tyva,306048,2018,LandScan Global
Russia,Udmurtiya,1513273,2018,LandScan Global
Russia,Ul'yanovskaya Oblast',1284451,2018,LandScan Global
Russia,Vladimirskaya Oblast',1434417,2018,LandScan Global
Russia,Volgogradskaya Oblast',2597799,2018,LandScan Global
Russia,Vologodskaya Oblast',1197175,2018,LandScan Global
Russia,Voronezhskaya Oblast',2325052,2018,LandScan Global
Russia,Yaroslavskaya Oblast',1266860,2018,LandScan Global
Russia,Yevreyskaya Avtonomnaya Oblast',177126,2018,LandScan Global
Colombia,Guainia,38918,2018,LandScan Global
Colombia,Guaviare,112562,2018,LandScan Global
Portugal,Azores,707445,2018,LandScan Global
Portugal,Aveiro,198868,2018,LandScan Global
Portugal,Beja,143681,2018,LandScan Global
Portugal,Braga,801494,2018,LandScan Global
Portugal,Braganca,125153,2018,LandScan Global
Portugal,Castelo Branco,181738,2018,LandScan Global
Portugal,Coimbra,414766,2018,LandScan Global
Portugal,evora,155113,2018,LandScan Global
Portugal,Faro,406094,2018,LandScan Global
Portugal,Guarda,147580,2018,LandScan Global
Portugal,Leiria,452488,2018,LandScan Global
Portugal,Lisboa,2239645,2018,LandScan Global
Portugal,Madeira,210533,2018,LandScan Global
Portugal,Portalegre,108035,2018,LandScan Global
Portugal,Porto,1802715,2018,LandScan Global
Portugal,Santarem,435528,2018,LandScan Global
Portugal,Setubal,832551,2018,LandScan Global
Portugal,Viana do Castelo,232920,2018,LandScan Global
Portugal,Vila Real,182648,2018,LandScan Global
Portugal,Viseu,374410,2018,LandScan Global
Spain,Andalusia,8494019,2018,LandScan Global
Spain,Aragon,1387124,2018,LandScan Global
Spain,Asturias,1084528,2018,LandScan Global
Spain,Canary Islands,2096229,2018,LandScan Global
Spain,Cantabria,603704,2018,LandScan Global
Spain,Castille-Leon,2550563,2018,LandScan Global
Spain,Castille-La Mancha,2147266,2018,LandScan Global
Spain,Catalonia,7783627,2018,LandScan Global
Spain,Extremadura,1134757,2018,LandScan Global
Spain,Galicia,2787432,2018,LandScan Global
Spain,Balearic Islands,1099538,2018,LandScan Global
Spain,La Rioja,339252,2018,LandScan Global
Spain,Madrid,6939242,2018,LandScan Global
Spain,Murcia,1531341,2018,LandScan Global
Spain,Navarre,676634,2018,LandScan Global
Spain,Basque Country,2315204,2018,LandScan Global
Spain,Valencia,5107582,2018,LandScan Global
United Kingdom,Antrim and Newtownabbey,135013,2018,LandScan Global
United Kingdom,Ards and North Down,162651,2018,LandScan Global
United Kingdom,"Armagh, Banbridge and Craigavon",207096,2018,LandScan Global
United Kingdom,Mid and East Antrim,132878,2018,LandScan Global
United Kingdom,Causeway Coast and Glens,139235,2018,LandScan Global
United Kingdom,Belfast,239627,2018,LandScan Global
United Kingdom,Lisburn and Castlereagh,236172,2018,LandScan Global
United Kingdom,Mid Ulster,142122,2018,LandScan Global
United Kingdom,Derry and Strabane,150398,2018,LandScan Global
United Kingdom,"Newry, Mourne and Down",168311,2018,LandScan Global
United Kingdom,Fermanagh and Omagh,115138,2018,LandScan Global
Barbados,Saint Lucy,9553,2018,LandScan Global
Barbados,Saint Peter,7456,2018,LandScan Global
Barbados,Saint James,22709,2018,LandScan Global
Barbados,Saint Andrew,4947,2018,LandScan Global
Barbados,Saint Thomas,11902,2018,LandScan Global
Barbados,Saint Joseph,5192,2018,LandScan Global
Barbados,Saint Michael,76962,2018,LandScan Global
Barbados,Saint George,20103,2018,LandScan Global
Barbados,Saint John,6166,2018,LandScan Global
Barbados,Saint Philip,34927,2018,LandScan Global
Barbados,Christ Church,72175,2018,LandScan Global
Botswana,Chobe,26691,2018,LandScan Global
Botswana,North West,170986,2018,LandScan Global
Botswana,Central,643521,2018,LandScan Global
Botswana,Sowa Town,1493,2018,LandScan Global
Botswana,Orapa,9256,2018,LandScan Global
Botswana,Selibe Phikwe,34250,2018,LandScan Global
Botswana,North East,79332,2018,LandScan Global
Botswana,Francistown,95740,2018,LandScan Global
Botswana,Ghanzi,50185,2018,LandScan Global
Botswana,Kgalagadi,48946,2018,LandScan Global
Botswana,Southern,218671,2018,LandScan Global
Botswana,Jwaneng,12829,2018,LandScan Global
Botswana,Kweneng,286121,2018,LandScan Global
Botswana,Kgatleng,97294,2018,LandScan Global
Botswana,Gaborone,336069,2018,LandScan Global
Botswana,South East,90511,2018,LandScan Global
Botswana,Lobatse,30796,2018,LandScan Global
Cambodia,Kampong Cham,1068161,2018,LandScan Global
Cambodia,Tbong Khmum,864381,2018,LandScan Global
Chad,Ennedi-Est,151065,2018,LandScan Global
Democratic Republic of the Congo,Kongo Central,5694928,2018,LandScan Global
Democratic Republic of the Congo,Kinshasa,9702034,2018,LandScan Global
Democratic Republic of the Congo,Kwango,2407424,2018,LandScan Global
Democratic Republic of the Congo,Kwilu,6021123,2018,LandScan Global
Democratic Republic of the Congo,Mai-Ndombe,2110126,2018,LandScan Global
Democratic Republic of the Congo,Kasai,3074904,2018,LandScan Global
Democratic Republic of the Congo,Sankuru,2123897,2018,LandScan Global
Democratic Republic of the Congo,Kasai Central,3692552,2018,LandScan Global
Democratic Republic of the Congo,Kasai Oriental,3049488,2018,LandScan Global
Democratic Republic of the Congo,Lomami,2584226,2018,LandScan Global
Democratic Republic of the Congo,Lualaba,1611323,2018,LandScan Global
Democratic Republic of the Congo,Haut-Lomami,1856483,2018,LandScan Global
Democratic Republic of the Congo,Haut-Katanga,2899452,2018,LandScan Global
Democratic Republic of the Congo,Tanganyika,1937748,2018,LandScan Global
Democratic Republic of the Congo,Sud-Kivu,5628186,2018,LandScan Global
Democratic Republic of the Congo,Maniema,2523391,2018,LandScan Global
Democratic Republic of the Congo,Nord-Kivu,7364278,2018,LandScan Global
Democratic Republic of the Congo,Ituri,4604877,2018,LandScan Global
Democratic Republic of the Congo,Haut-Uele,2343093,2018,LandScan Global
Democratic Republic of the Congo,Tshopo,2951901,2018,LandScan Global
Democratic Republic of the Congo,Bas-Uele,1424686,2018,LandScan Global
Democratic Republic of the Congo,Nord-Ubangi,1391676,2018,LandScan Global
Democratic Republic of the Congo,Mongala,2016757,2018,LandScan Global
Democratic Republic of the Congo,Equateur,1701987,2018,LandScan Global
Democratic Republic of the Congo,Tshuapa,1792473,2018,LandScan Global
Democratic Republic of the Congo,Sud-Ubangi,2814977,2018,LandScan Global
India,Andhra Pradesh,50616837,2018,LandScan Global
India,Telangana,35894962,2018,LandScan Global
Kazakhstan,North Kazakhstan,588901,2018,LandScan Global
Kazakhstan,Qostanay,895974,2018,LandScan Global
Kazakhstan,Pavlodar,791956,2018,LandScan Global
Kazakhstan,Aqmola,1099259,2018,LandScan Global
Kazakhstan,Astana,710006,2018,LandScan Global
Kazakhstan,West Kazakhstan,671966,2018,LandScan Global
Kazakhstan,East Kazakhstan,1454143,2018,LandScan Global
Kazakhstan,Aqtobe,885216,2018,LandScan Global
Kazakhstan,Qaraghandy,1447631,2018,LandScan Global
Kazakhstan,Qyzylorda,749128,2018,LandScan Global
Kazakhstan,Almaty,1907122,2018,LandScan Global
Kazakhstan,Almaty City,1989574,2018,LandScan Global
Kazakhstan,South Kazakhstan,1949152,2018,LandScan Global
Kazakhstan,Zhambyl,1170458,2018,LandScan Global
Kazakhstan,Mangghystau,664575,2018,LandScan Global
Kazakhstan,Atyrau,632137,2018,LandScan Global
Kazakhstan,Bayqongyr,59301,2018,LandScan Global
Kazakhstan,Shymkent,1020789,2018,LandScan Global
Kyrgyzstan,Bishkek,1034875,2018,LandScan Global
Kyrgyzstan,Chuy,769436,2018,LandScan Global
Kyrgyzstan,Ysyk-Kol,451564,2018,LandScan Global
Kyrgyzstan,Talas,243304,2018,LandScan Global
Kyrgyzstan,Naryn,265238,2018,LandScan Global
Kyrgyzstan,Batken,499729,2018,LandScan Global
Kyrgyzstan,Jalal-Abad,1079515,2018,LandScan Global
Kyrgyzstan,Osh,1225237,2018,LandScan Global
Kyrgyzstan,Osh City,288504,2018,LandScan Global
Lebanon,Aakkar,468843,2018,LandScan Global
Lebanon,Beyrouth,179059,2018,LandScan Global
Lebanon,Liban-Nord,788870,2018,LandScan Global
Lebanon,Mont-Liban,2017050,2018,LandScan Global
Lebanon,Nabatiye,724459,2018,LandScan Global
Lebanon,Liban-Sud,728512,2018,LandScan Global
Lebanon,Beqaa,702186,2018,LandScan Global
Lebanon,Baalbek-Hermel,636429,2018,LandScan Global
Liechtenstein,Balzers,3747,2018,LandScan Global
Liechtenstein,Eschen,4217,2018,LandScan Global
Liechtenstein,Gamprin,1589,2018,LandScan Global
Liechtenstein,Mauren,4781,2018,LandScan Global
Liechtenstein,Planken,401,2018,LandScan Global
Liechtenstein,Ruggell,2311,2018,LandScan Global
Liechtenstein,Schaan,6676,2018,LandScan Global
Liechtenstein,Schellenberg,368,2018,LandScan Global
Liechtenstein,Triesen,4917,2018,LandScan Global
Liechtenstein,Triesenberg,2756,2018,LandScan Global
Liechtenstein,Vaduz,5498,2018,LandScan Global
North Macedonia,Berovo,13459,2018,LandScan Global
North Macedonia,Bitola,95673,2018,LandScan Global
North Macedonia,Bogovinje,30923,2018,LandScan Global
North Macedonia,Brvenica,18125,2018,LandScan Global
North Macedonia,Cesinovo-Oblesevo,7233,2018,LandScan Global
North Macedonia,Delcevo,17371,2018,LandScan Global
North Macedonia,Demir Hisar,8249,2018,LandScan Global
North Macedonia,Dolneni,14799,2018,LandScan Global
North Macedonia,Gostivar,87094,2018,LandScan Global
North Macedonia,Jegunovce,11849,2018,LandScan Global
North Macedonia,Karbinci,4082,2018,LandScan Global
North Macedonia,Kocani,39533,2018,LandScan Global
North Macedonia,Kratovo,9653,2018,LandScan Global
North Macedonia,Kriva Palanka,20780,2018,LandScan Global
North Macedonia,Krivogastani,6151,2018,LandScan Global
North Macedonia,Krusevo,9827,2018,LandScan Global
North Macedonia,Kumanovo,114183,2018,LandScan Global
North Macedonia,Lipkovo,30858,2018,LandScan Global
North Macedonia,Makedonska Kamenica,7333,2018,LandScan Global
North Macedonia,Mavrovo i Rostusa,9405,2018,LandScan Global
North Macedonia,Mogila,6567,2018,LandScan Global
North Macedonia,Novaci,3241,2018,LandScan Global
North Macedonia,Pehcevo,4961,2018,LandScan Global
North Macedonia,Prilep,77761,2018,LandScan Global
North Macedonia,Probistip,15566,2018,LandScan Global
North Macedonia,Rankovce,3897,2018,LandScan Global
North Macedonia,Resen,16997,2018,LandScan Global
North Macedonia,Stip,50910,2018,LandScan Global
North Macedonia,Staro Nagoricane,4119,2018,LandScan Global
North Macedonia,Tetovo,96319,2018,LandScan Global
North Macedonia,Vinica,20189,2018,LandScan Global
North Macedonia,Vrapciste,29355,2018,LandScan Global
North Macedonia,Zelino,27529,2018,LandScan Global
North Macedonia,Zrnovci,3243,2018,LandScan Global
North Macedonia,Aerodrom,81544,2018,LandScan Global
North Macedonia,Aracinovo,14517,2018,LandScan Global
North Macedonia,Bogdanci,8375,2018,LandScan Global
North Macedonia,Bosilovo,14351,2018,LandScan Global
North Macedonia,Butel,43772,2018,LandScan Global
North Macedonia,Centar,65924,2018,LandScan Global
North Macedonia,Centar Zupa,7237,2018,LandScan Global
North Macedonia,Chair,55395,2018,LandScan Global
North Macedonia,Caska,8484,2018,LandScan Global
North Macedonia,Cucer-Sandevo,8072,2018,LandScan Global
North Macedonia,Debar,22078,2018,LandScan Global
North Macedonia,Debarca,4233,2018,LandScan Global
North Macedonia,Demir Kapija,4282,2018,LandScan Global
North Macedonia,Dojran,3483,2018,LandScan Global
North Macedonia,Gazi Baba,80800,2018,LandScan Global
North Macedonia,Gevgelija,24108,2018,LandScan Global
North Macedonia,Gjorche Petrov,27840,2018,LandScan Global
North Macedonia,Gradsko,3761,2018,LandScan Global
North Macedonia,Ilinden,16383,2018,LandScan Global
North Macedonia,Karposh,66115,2018,LandScan Global
North Macedonia,Kicevo,59824,2018,LandScan Global
North Macedonia,Konce,3913,2018,LandScan Global
North Macedonia,Lozovo,2772,2018,LandScan Global
North Macedonia,Makedonski Brod,6638,2018,LandScan Global
North Macedonia,Negotino,20019,2018,LandScan Global
North Macedonia,Novo Selo,11506,2018,LandScan Global
North Macedonia,Ohrid,53704,2018,LandScan Global
North Macedonia,Petrovec,9897,2018,LandScan Global
North Macedonia,Plasnica,5249,2018,LandScan Global
North Macedonia,Radovis,29938,2018,LandScan Global
North Macedonia,Rosoman,4128,2018,LandScan Global
North Macedonia,Saraj,13314,2018,LandScan Global
North Macedonia,Shuto Orizari,9257,2018,LandScan Global
North Macedonia,Sopiste,6369,2018,LandScan Global
North Macedonia,Struga,68780,2018,LandScan Global
North Macedonia,Strumica,61055,2018,LandScan Global
North Macedonia,Studenicani,25805,2018,LandScan Global
North Macedonia,Sveti Nikole,18509,2018,LandScan Global
North Macedonia,Valandovo,11952,2018,LandScan Global
North Macedonia,Vasilevo,12372,2018,LandScan Global
North Macedonia,Veles,56596,2018,LandScan Global
North Macedonia,Vevcani,1928,2018,LandScan Global
North Macedonia,Zelenikovo,5050,2018,LandScan Global
North Macedonia,Kisela Voda,78444,2018,LandScan Global
North Macedonia,Tearce,23812,2018,LandScan Global
North Macedonia,Kavadarci,40643,2018,LandScan Global
Malaysia,Putrajaya,90931,2018,LandScan Global
Malaysia,Selangor,5945655,2018,LandScan Global
Maldives,Addu,19099,2018,LandScan Global
Maldives,Faadhippolhu,7396,2018,LandScan Global
Maldives,Felidhuatholhu,564,2018,LandScan Global
Maldives,Fuvammulah,8157,2018,LandScan Global
Maldives,Hahdhunmathi,11547,2018,LandScan Global
Maldives,Kolhumadulu,3508,2018,LandScan Global
Maldives,Maale,68288,2018,LandScan Global
Maldives,Maaleatholhu,19521,2018,LandScan Global
Maldives,Mulakatholhu,4018,2018,LandScan Global
Maldives,Ariatholhu Uthuruburi,3580,2018,LandScan Global
Maldives,Huvadhuatholhu Uthuruburi,8226,2018,LandScan Global
Maldives,Maalhosmadulu Uthuruburi,8920,2018,LandScan Global
Maldives,Miladhunmadulu Uthuruburi,8198,2018,LandScan Global
Maldives,Nilandheatholhu Uthuruburi,830,2018,LandScan Global
Maldives,Thiladhunmathee Uthuruburi,11329,2018,LandScan Global
Maldives,Ariatholhu Dhekunuburi,6325,2018,LandScan Global
Maldives,Huvadhuatholhu Dhekunuburi,10105,2018,LandScan Global
Maldives,Maalhosmadulu Dhekunuburi,3807,2018,LandScan Global
Maldives,Miladhunmadulu Dhekunuburi,7264,2018,LandScan Global
Maldives,Nilandheatholhu Dhekunuburi,1489,2018,LandScan Global
Maldives,Thiladhunmathee Dhekunuburi,16021,2018,LandScan Global
Mali,Gao,607544,2018,LandScan Global
Mali,Menaka,68957,2018,LandScan Global
Mali,Taoudenit,151827,2018,LandScan Global
Mali,Tombouctou,694242,2018,LandScan Global
Mauritania,Nouakchott Ouest,371905,2018,LandScan Global
Mauritania,Nouakchott Nord,344509,2018,LandScan Global
Panama,Panama,1394671,2018,LandScan Global
Panama,Panama Oeste,577010,2018,LandScan Global
Papua New Guinea,Bougainville,220006,2018,LandScan Global
Papua New Guinea,Central,229736,2018,LandScan Global
Papua New Guinea,Eastern Highlands,560066,2018,LandScan Global
Papua New Guinea,East New Britain,281813,2018,LandScan Global
Papua New Guinea,East Sepik,423475,2018,LandScan Global
Papua New Guinea,Enga,417874,2018,LandScan Global
Papua New Guinea,Gulf,130239,2018,LandScan Global
Papua New Guinea,Hela,248866,2018,LandScan Global
Papua New Guinea,Jiwaka,291062,2018,LandScan Global
Papua New Guinea,Madang,447032,2018,LandScan Global
Papua New Guinea,Manus,41524,2018,LandScan Global
Papua New Guinea,Milne Bay,213834,2018,LandScan Global
Papua New Guinea,Morobe,631468,2018,LandScan Global
Papua New Guinea,National Capital,338535,2018,LandScan Global
Papua New Guinea,New Ireland,148423,2018,LandScan Global
Papua New Guinea,Northern,176850,2018,LandScan Global
Papua New Guinea,West Sepik,237506,2018,LandScan Global
Papua New Guinea,Chimbu,368574,2018,LandScan Global
Papua New Guinea,Southern Highlands,486066,2018,LandScan Global
Papua New Guinea,Western,191670,2018,LandScan Global
Papua New Guinea,Western Highlands,386901,2018,LandScan Global
Papua New Guinea,West New Britain,224843,2018,LandScan Global
Peru,Lima City,8935910,2018,LandScan Global
Peru,Lima,962706,2018,LandScan Global
Qatar,Ash Shamal,10263,2018,LandScan Global
Qatar,Ash Shihaniyah,87423,2018,LandScan Global
Qatar,Al Khawr wa adh Dhakhirah,297477,2018,LandScan Global
Qatar,Az Za'ayin,33575,2018,LandScan Global
Qatar,Umm Salal,80017,2018,LandScan Global
Qatar,Ad Dawhah,1063357,2018,LandScan Global
Qatar,Al Wakrah,182150,2018,LandScan Global
Qatar,Ar Rayyan,605061,2018,LandScan Global
Romania,Bucuresti,2007508,2018,LandScan Global
Romania,Ilfov,509675,2018,LandScan Global
Spain,Melilla,73347,2018,LandScan Global
Spain,Ceuta,61159,2018,LandScan Global
Sudan,Blue Nile,1120743,2018,LandScan Global
Sudan,Central Darfur,1159928,2018,LandScan Global
Sudan,East Darfur,2154988,2018,LandScan Global
Sudan,Gedaref,1538542,2018,LandScan Global
Sudan,Gezira,5116888,2018,LandScan Global
Sudan,Kassala,2829458,2018,LandScan Global
Sudan,Khartoum,7339746,2018,LandScan Global
Sudan,North Darfur,2981578,2018,LandScan Global
Sudan,Northern,973851,2018,LandScan Global
Sudan,North Kordofan,2491976,2018,LandScan Global
Sudan,Sennar,1750404,2018,LandScan Global
Sudan,South Darfur,3390557,2018,LandScan Global
Sudan,South Kordofan,1353146,2018,LandScan Global
Sudan,West Darfur,757817,2018,LandScan Global
Sudan,West Kordofan,2278658,2018,LandScan Global
Sudan,White Nile,2336749,2018,LandScan Global
Tanzania,Dar es Salaam,5280882,2018,LandScan Global
Tanzania,Arusha,2083547,2018,LandScan Global
Tanzania,Dodoma,2583959,2018,LandScan Global
Tanzania,Geita,2128188,2018,LandScan Global
Tanzania,Iringa,1161707,2018,LandScan Global
Tanzania,Kagera,2978171,2018,LandScan Global
Tanzania,Pemba North,257877,2018,LandScan Global
Tanzania,Zanzibar North,217881,2018,LandScan Global
Tanzania,Katavi,682653,2018,LandScan Global
Tanzania,Kigoma,2566014,2018,LandScan Global
Tanzania,Kilimanjaro,2030339,2018,LandScan Global
Tanzania,Pemba South,239091,2018,LandScan Global
Tanzania,Zanzibar Central/South,155402,2018,LandScan Global
Tanzania,Lindi,1049911,2018,LandScan Global
Tanzania,Manyara,1754696,2018,LandScan Global
Tanzania,Mara,2129240,2018,LandScan Global
Tanzania,Mbeya,2140905,2018,LandScan Global
Tanzania,Zanzibar Urban/West,706325,2018,LandScan Global
Tanzania,Morogoro,2746008,2018,LandScan Global
Tanzania,Mtwara,1563313,2018,LandScan Global
Tanzania,Mwanza,3243185,2018,LandScan Global
Tanzania,Njombe,868568,2018,LandScan Global
Tanzania,Coast,1371287,2018,LandScan Global
Tanzania,Rukwa,1202690,2018,LandScan Global
Tanzania,Ruvuma,1694219,2018,LandScan Global
Tanzania,Shinyanga,1894592,2018,LandScan Global
Tanzania,Simiyu,1929045,2018,LandScan Global
Tanzania,Singida,1688581,2018,LandScan Global
Tanzania,Songwe,1132207,2018,LandScan Global
Tanzania,Tabora,2843367,2018,LandScan Global
Tanzania,Tanga,2505091,2018,LandScan Global
Thailand,Bueng Kan,342372,2018,LandScan Global
Thailand,Nong Khai,452432,2018,LandScan Global
Turkmenistan,Dasoguz,1151415,2018,LandScan Global
Turkmenistan,Lebap,1122602,2018,LandScan Global
Turkmenistan,Asgabat,698374,2018,LandScan Global
Turkmenistan,Ahal,739382,2018,LandScan Global
Turkmenistan,Mary,1242348,2018,LandScan Global
Turkmenistan,Balkan,453651,2018,LandScan Global
Uganda,Kitgum,232248,2018,LandScan Global
Uganda,Moyo,165898,2018,LandScan Global
Uganda,Bushenyi,250274,2018,LandScan Global
Uganda,Kyankwanzi,257853,2018,LandScan Global
Uganda,Kole,282370,2018,LandScan Global
Uganda,Amuria,216137,2018,LandScan Global
Uganda,Mitooma,200179,2018,LandScan Global
Uganda,Oyam,453936,2018,LandScan Global
Uganda,Agago,253267,2018,LandScan Global
Uganda,Mbale,583868,2018,LandScan Global
Uganda,Katakwi,197618,2018,LandScan Global
Uganda,Kaabong,196341,2018,LandScan Global
Uganda,Adjumani,261946,2018,LandScan Global
Uganda,Kayunga,415373,2018,LandScan Global
Uganda,Rubanda,217901,2018,LandScan Global
Uganda,Bundibugyo,258678,2018,LandScan Global
Uganda,Kotido,209436,2018,LandScan Global
Uganda,Bukedea,240547,2018,LandScan Global
Uganda,Rukiga,111877,2018,LandScan Global
Uganda,Hoima,369203,2018,LandScan Global
Uganda,Amudat,127650,2018,LandScan Global
Uganda,Namutumba,280336,2018,LandScan Global
Uganda,Arua,920301,2018,LandScan Global
Uganda,Kamuli,541869,2018,LandScan Global
Uganda,Sironko,269437,2018,LandScan Global
Uganda,Serere,347483,2018,LandScan Global
Uganda,Gomba,178915,2018,LandScan Global
Uganda,Kamwenge,487977,2018,LandScan Global
Uganda,Lamwo,148852,2018,LandScan Global
Uganda,Yumbe,598215,2018,LandScan Global
Uganda,Jinja,552472,2018,LandScan Global
Uganda,Lyantonde,110168,2018,LandScan Global
Uganda,Nakaseke,228815,2018,LandScan Global
Uganda,Iganga,432148,2018,LandScan Global
Uganda,Kisoro,301775,2018,LandScan Global
Uganda,Kalungu,196061,2018,LandScan Global
Uganda,Mubende,506311,2018,LandScan Global
Uganda,Kibuube,330151,2018,LandScan Global
Uganda,Moroto,114871,2018,LandScan Global
Uganda,Amuru,234041,2018,LandScan Global
Uganda,Pallisa,285589,2018,LandScan Global
Uganda,Masaka,349557,2018,LandScan Global
Uganda,Soroti,355377,2018,LandScan Global
Uganda,Nabilatuk,85643,2018,LandScan Global
Uganda,Otuke,130754,2018,LandScan Global
Uganda,Maracha,206165,2018,LandScan Global
Uganda,Zombo,258757,2018,LandScan Global
Uganda,Koboko,246614,2018,LandScan Global
Uganda,Mbarara,545186,2018,LandScan Global
Uganda,Kibuku,247878,2018,LandScan Global
Uganda,Kyotera,263900,2018,LandScan Global
Uganda,Napak,159069,2018,LandScan Global
Uganda,Luwero,516248,2018,LandScan Global
Uganda,Butaleja,281409,2018,LandScan Global
Uganda,Dokolo,212140,2018,LandScan Global
Uganda,Kaberamaido,269408,2018,LandScan Global
Uganda,Abim,138037,2018,LandScan Global
Uganda,Kiruhura,394386,2018,LandScan Global
Uganda,Wakiso,2488472,2018,LandScan Global
Uganda,Rubirizi,150532,2018,LandScan Global
Uganda,Nakapiripirit,113086,2018,LandScan Global
Uganda,Pakwach,174911,2018,LandScan Global
Uganda,Mityana,365977,2018,LandScan Global
Uganda,Gulu,294240,2018,LandScan Global
Uganda,Alebtong,261764,2018,LandScan Global
Uganda,Omoro,214779,2018,LandScan Global
Uganda,Kwania,230455,2018,LandScan Global
Uganda,Kiboga,165200,2018,LandScan Global
Uganda,Kagadi,410558,2018,LandScan Global
Uganda,Apac,217508,2018,LandScan Global
Uganda,Masindi,333860,2018,LandScan Global
Uganda,Kyegegwa,376880,2018,LandScan Global
Uganda,Rakai,331786,2018,LandScan Global
Uganda,Kampala,1829464,2018,LandScan Global
Uganda,Manafwa,196626,2018,LandScan Global
Uganda,Amolatar,175108,2018,LandScan Global
Uganda,Sheema,228158,2018,LandScan Global
Uganda,Kyenjojo,502062,2018,LandScan Global
Uganda,Isingiro,576256,2018,LandScan Global
